"Year";"Date";"Observer";"Replicate";"Density";"Size";"Site";"Location";"Latitude";"Longitude";"Depth";"Zone";"Tax_ID";"DatasetID";"Area";"Archipelago";"Country";"Method"
2016;2016-04-12;"RA";2;1;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Caracanthus maculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;19;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Epibulus insidiator";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;17;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Epibulus insidiator";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus schlegeli";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus schlegeli";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus flavicauda";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus flavicauda";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Parupeneus multifasciatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cirripectes variolosus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cirripectes variolosus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";2;1;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Canthigaster amboinensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;25;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;15;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;5;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudanthias pascalus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;430;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis acares";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;50;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis acares";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon ornatissimus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon ornatissimus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon ornatissimus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon ornatissimus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigrofuscus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus nigricans";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;12;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis xanthura";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;5;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis xanthura";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;50;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis iomelas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;10;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis iomelas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus octotaenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;4;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus hexataenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus hexataenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus tetrataenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pseudocheilinus tetrataenia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon pelewensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon pelewensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;15;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Sufflamen bursa";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon lacrymatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon lacrymatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;4;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon johnstonianus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;3;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Plectroglyphidodon johnstonianus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;6;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge flavissima";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge flavissima";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge flavissima";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge flavissima";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge bispinosa";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge bispinosa";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge bispinosa";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis urodeta";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis urodeta";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis urodeta";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis urodeta";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;15;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon reticulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon reticulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;3;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus striatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus striatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Balistapus undulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Balistapus undulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Balistapus undulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Balistapus undulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;28;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;21;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cephalopholis argus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Bodianus axillaris";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Exallias brevis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Exallias brevis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Exallias brevis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Exallias brevis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Dascyllus flavicaudus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus flavicauda";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus flavicauda";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus flavicauda";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;3;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus flavicauda";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;2;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis margaritifer";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;21;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Gomphosus varius";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus binotatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ctenochaetus binotatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Epinephelus fasciatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;4;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;6;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;4;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Stegastes fasciolatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;17;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Epibulus insidiator";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;19;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Epibulus insidiator";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;23;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chlorurus sordidus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chlorurus sordidus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chlorurus sordidus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;22;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Melichthys vidua";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus frenatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;26;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus frenatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;23;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus oviceps";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;25;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Siganus spinus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;30;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Cantherhines dumerilii";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;27;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Naso lituratus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;15;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon unimaculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon unimaculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;14;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon quadrimaculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;30;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis vanderbilti";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chromis vanderbilti";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;133;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;6;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Thalassoma quinquevittatum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;212;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus pyroferus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;34;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus altipinnis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma veliferum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;19;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma veliferum";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;17;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Sargocentron tiere";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Halichoeres claudia";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;22;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus psittacus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Labroides rubrolabiatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Ostracion meleagris";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon citrinellus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites forsteri";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites forsteri";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;13;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites forsteri";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Canthigaster solandri";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon lunula";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Chaetodon lunulatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;5;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites arcatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;10;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites arcatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites arcatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;7;6;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Neocirrhites armatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;4;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Neocirrhites armatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;2;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Neocirrhites armatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;7;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Caracanthus maculatus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zebrasoma scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;4;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Pomachromis fuscidorsalis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;16;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Amanses scopas";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;7;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Canthigaster amboinensis";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;21;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Scarus globiceps";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;3;3;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Centropyge loriculus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Canthigaster janthinoptera";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";1;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Paracirrhites hemistictus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;12;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus pyroferus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;5;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus pyroferus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;8;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus pyroferus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;17;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Acanthurus pyroferus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
2016;2016-04-12;"RA";3;1;18;"Oroatera";"Tetiaora";-16,989474;-149,537358;8;"Outer slope";"Zanclus cornutus";"DATA3";"Pacific";"Society Islands";"France";"Belt transect"
