"Year";"Date";"Zone";"Location";"Site";"Latitude";"Longitude";"Replicate";"Cover";"Tax_ID";"DatasetID";"Area";"Country";"Archipelago"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;30;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;15;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;1;5;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;7;"Coral Acropora branching";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;30;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;3;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;5;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;10;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;10;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;25;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;2;10;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;3;"Coral Acropora branching";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;7;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;20;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;5;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;3;"Soft corals zooxanthellatae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;5;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;45;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-15";"Outer Slope";"Fuvahmulah";"S1";-0,310807;73,414246;3;10;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;5;"Coral Acropora branching";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;5;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;5;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;30;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;20;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;30;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;1;5;"Bleached coral ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;3;"Coral Acropora branching";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;2;"Coral Acropora digitate";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;5;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;10;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;10;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;2;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;40;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;15;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;2;13;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;2;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;5;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;3;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;80;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S2";-0,269372;73,4301;3;10;"Bleached coral ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;3;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;20;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;60;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;1;15;"Bleached coral ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;5;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;2;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;3;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;2;90;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;20;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;2;"Sponges";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;3;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-16";"Outer Slope";"Fuvahmulah";"S3";-0,340742;73,448366;3;75;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;5;"Coral branching ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;10;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;5;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;60;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;10;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;5;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;1;5;"Bleached coral ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;2;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;4;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;10;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;2;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;80;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;2;2;"Bleached coral ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;5;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;5;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-17";"Outer Slope";"Fuvahmulah";"S4";-5,899113;80,933336;3;90;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;2;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;2;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;5;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;10;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;6;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;25;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;20;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;20;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;1;10;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;10;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;5;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;10;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;3;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;29;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;20;"Coral rock ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;20;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;2;3;"Bleached coral ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;3;"Coral massive";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;2;"Coral encrusting";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;3;"Coralline Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;4;"Fleshy Algae";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;3;"Others Tunicates";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;25;"Dead coral";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;40;"Coral rubble";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;10;"Sand";"DATA4";"Indian Ocean";"Maldives";"Maldives"
2017;"2017-05-19";"Lagoon";"Fuvahmulah";"S5";-0,319433;73,438374;3;10;"Bleached coral ";"DATA4";"Indian Ocean";"Maldives";"Maldives"
