"Year";"Site";"Replicate";"Tax_ID";"Cover";"Location";"Latitude";"Longitude";"Depth";"DatasetID";"Area";"Country";"Archipelago"
2014;"SL1";1;"DIPLOASTREA";0,24;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"ECHINOPHULLIA and OXYPORA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"ECHINOPORA";0,16;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"DIPSASTREA";0,561935;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"FAVITES";0,48;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"FUNGIA";0,32;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"FUNGIIDAE FAMILY";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"GALAXEA";0,320645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"ISOPORA";1,120645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"LEPTASTREA";0,160645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"MERULINA";0,16;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"MONTIPORA";8,254839;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"MYCEDIUM";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"NON-ACROPORA CORAL";0,4;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"PAVONA";2,321935;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"PECTINIA";0,16;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"POCILLOPORA";5,448387;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"PODABACIA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"PORITES";11,79742;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"PSAMMOCORA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"SERIATOPORA";1,603226;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";1;"STYLOPHORA";0,800645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"ACROPORA";16,99702;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"ASTREOPORA";0,24;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"COELOSERIS";0,320964;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"CYPHASTREA";1,203221;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"ECHINOPORA";0,481285;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"DIPSASTREA";1,525151;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"Merulinid Sp";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"FAVITES";0,320645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"FUNGIA";0,320321;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"GALAXEA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"GARDINEROSERIS";0,16;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"HYDNOPHORA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"ISOPORA";4,415792;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"LEPTASTREA";0,080321;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"MERULINA";0,4;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"MONTIPORA";5,77289;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"MYCEDIUM";0,800645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"NON-ACROPORA CORAL";0,480966;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"PACHYSERIS";0,481935;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"PAVONA";1,041612;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"PECTINIA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"POCILLOPORA";2,000645;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"PODABACIA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"PORITES";7,059026;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"SERIATOPORA";0,08;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
2014;"SL1";3;"STYLOPHORA";0,48;"Isla Solarte";9,312184;-82,217241;5,00000016;"DATA5.1";"Caribbean";"Panama";"Bocas del Toro"
