"DatasetID";"Area";"Country";"Archipelago";"Location";"Site";"Replicate";"Zone";"Latitude";"Longitude";"Depth";"Year";"Date";"Method";"Observer";"Family";"Genus";"Species";"Size";"Density"
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";15;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";21;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";21;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";22;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";24;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";43;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";10;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";14;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma chrysopterum";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";2;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";4;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";19;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";23;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";24;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";25;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";28;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";35;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";24;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";32;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis fulva";25;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";6;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Tetraodontidae";"Canthigaster";"Canthigaster rostrata";3;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus chirurgus";15;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";42;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Balistidae";"Melichthys";"Melichthys niger";20;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";4;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";5;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";8;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";10;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Halichoeres";"Halichoeres garnoti";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Thalassoma";"Thalassoma bifasciatum";6;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Labridae";"Thalassoma";"Thalassoma bifasciatum";8;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Lutjanidae";"Lutjanus";"Lutjanus apodus";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Ostraciidae";"Lactophrys";"Lactophrys triqueter";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis cyanea";5;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Chromis";"Chromis multilineata";5;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Pomacentridae";"Microspathodon";"Microspathodon chrysurus";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";3;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";4;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";6;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";8;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";10;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";11;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";14;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";15;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus taeniopterus";19;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Scarus";"Scarus vetula";32;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";8;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";19;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";21;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";22;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";26;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";28;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Scaridae";"Sparisoma";"Sparisoma viride";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";17;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Tetraodontidae";"Canthigaster";"Canthigaster rostrata";3;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Muerto";7;NA;10,926982;-68,258696;12;2017;"2017-08-03";"Belt transect";"PNL";"Tetraodontidae";"Canthigaster";"Canthigaster rostrata";4;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus bahianus";11;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus chirurgus";15;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";13;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";29;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";38;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Carangidae";"Caranx";"Caranx ruber";19;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Carangidae";"Caranx";"Caranx ruber";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Carangidae";"Caranx";"Caranx ruber";23;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Carangidae";"Caranx";"Caranx ruber";36;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Chaetodontidae";"Chaetodon";"Chaetodon capistratus";7;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Haemulidae";"Anisotremus";"Anisotremus surinamensis";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon flavolineatum";14;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";14;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";16;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Holocentridae";"Myripristis";"Myripristis jacobus";17;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres garnoti";11;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres garnoti";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Labridae";"Thalassoma";"Thalassoma bifasciatum";5;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus apodus";24;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus apodus";31;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus mahogoni";16;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus mahogoni";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus mahogoni";22;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Lutjanidae";"Ocyurus";"Ocyurus chrysurus";31;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Monacanthidae";"Cantherhines";"Cantherhines pullus";10;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";11;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Pomacanthidae";"Pomacanthus";"Pomacanthus paru";16;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis multilineata";8;40
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus coeruleus";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";8;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";13;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";21;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";14;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";18;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";19;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";21;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";20;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";21;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";24;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";30;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";32;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";12;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";14;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";16;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";21;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";25;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";26;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";1;NA;10,931704;-68,250871;8;2017;"2017-06-03";"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";30;1
