"DatasetID";"Area";"Country";"Archipelago";"Location";"Site";"Zone";"Latitude";"Longitude";"Depth";"Year";"Date";"Replicate";"Method";"Observer";"Family";"Genus";"Species";"Density";"Size"
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis multilineata";20;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis multilineata";60;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis multilineata";1200;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Pomacentridae";"Microspathodon";"Microspathodon chrysurus";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";2;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";2;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;21
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;23
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;9
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;25
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;28
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;35
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;39
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma radians";1;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";2;21
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;29
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Sciaenidae";"Equetus";"Equetus punctatus";1;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";2;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";2;"Belt transect";"LO";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;31
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus bahianus";1;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus bahianus";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Carangidae";"Caranx";"Caranx ruber";2;1
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Carangidae";"Caranx";"Caranx ruber";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Chaetodontidae";"Chaetodon";"Chaetodon capistratus";2;6
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Haemulidae";"Anisotremus";"Anisotremus surinamensis";1;35
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon carbonarium";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon chrysargyreum";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon flavolineatum";2;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon flavolineatum";2;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon flavolineatum";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";2;11
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";5;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";1;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Holocentridae";"Myripristis";"Myripristis jacobus";2;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres garnoti";6;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres garnoti";2;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Labridae";"Thalassoma";"Thalassoma bifasciatum";4;5
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus apodus";1;21
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus apodus";1;23
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus apodus";1;25
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus apodus";1;29
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";3;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Ostraciidae";"Acanthostracion";"Acanthostracion polygonius";1;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Ostraciidae";"Acanthostracion";"Acanthostracion polygonius";1;24
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Pomacanthidae";"Pomacanthus";"Pomacanthus paru";1;21
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis cyanea";10;6
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis multilineata";10;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis multilineata";10;6
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";3;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";3;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus taeniopterus";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";2;21
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;33
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus vetula";1;35
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";1;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";1;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma aurofrenatum";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;3
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;10
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;14
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";2;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;28
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;29
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";2;30
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Scaridae";"Sparisoma";"Sparisoma viride";1;32
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Serranidae";"Cephalopholis";"Cephalopholis cruentata";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Synodontidae";"Synodus";"Synodus intermedius";1;24
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Tetraodontidae";"Canthigaster";"Canthigaster rostrata";1;2
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";3;"Belt transect";"LO";"Tetraodontidae";"Canthigaster";"Canthigaster rostrata";1;5
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus bahianus";1;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus chirurgus";20;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus chirurgus";10;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus chirurgus";3;19
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";70;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Acanthuridae";"Acanthurus";"Acanthurus coeruleus";1;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Aulostomidae";"Aulostomus";"Aulostomus maculatus";1;30
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Chaetodontidae";"Chaetodon";"Chaetodon capistratus";2;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Chaetodontidae";"Chaetodon";"Chaetodon striatus";1;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Haemulidae";"Anisotremus";"Anisotremus surinamensis";1;32
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon chrysargyreum";1;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon flavolineatum";2;15
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon sciurus";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Haemulidae";"Haemulon";"Haemulon sciurus";1;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";5;7
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";4;11
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Holocentridae";"Holocentrus";"Holocentrus adscensionis";6;13
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Labridae";"Bodianus";"Bodianus rufus";1;21
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres bivittatus";1;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres garnoti";1;8
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres garnoti";1;12
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres radiatus";1;17
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Labridae";"Halichoeres";"Halichoeres radiatus";1;25
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Labridae";"Thalassoma";"Thalassoma bifasciatum";2;5
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Lutjanidae";"Lutjanus";"Lutjanus apodus";1;18
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";3;16
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";1;19
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Mullidae";"Mulloidichthys";"Mulloidichthys martinicus";7;20
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Pomacanthidae";"Pomacanthus";"Pomacanthus paru";1;22
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Pomacanthidae";"Pomacanthus";"Pomacanthus paru";1;26
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Pomacentridae";"Chromis";"Chromis multilineata";40;4
"DATA1";"Caribbean";"Venezuela";NA;"Chichiriviche";"Cayo Peraza";NA;10,931704;-68,250871;8;2017;"2017-06-03";4;"Belt transect";"LO";"Scaridae";"Scarus";"Scarus iseri";1;8
